30.09.2021 13:27:00.068 [main] INFO   c.database.DataBase - Connection to data base successful
30.09.2021 13:27:00.521 [main] DEBUG  o.e.j.u.c.ContainerLifeCycle - QueuedThreadPool[qtp796667727]@2f7c2f4f{STOPPED,8<=0<=200,i=0,r=-1,q=0}[NO_TRY] added {org.eclipse.jetty.util.thread.ThreadPoolBudget@6af93788,POJO}
30.09.2021 13:27:00.641 [main] DEBUG  o.e.j.u.c.ContainerLifeCycle - HttpConnectionFactory@31368b99[HTTP/1.1] added {HttpConfiguration@1725dc0f{32768/8192,8192/8192,https://:0,[]},POJO}
30.09.2021 13:27:00.691 [main] DEBUG  o.e.j.u.c.ContainerLifeCycle - ServerConnector@1dde4cb2{null, ()}{0.0.0.0:0} added {QueuedThreadPool[qtp2035070981]@794cb805{STOPPED,8<=0<=200,i=0,r=-1,q=0}[NO_TRY],AUTO}
30.09.2021 13:27:00.695 [main] DEBUG  o.e.j.u.c.ContainerLifeCycle - ServerConnector@1dde4cb2{null, ()}{0.0.0.0:0} added {ScheduledExecutorScheduler@5f058f00{STOPPED},AUTO}
30.09.2021 13:27:00.710 [main] DEBUG  o.e.j.u.c.ContainerLifeCycle - ServerConnector@1dde4cb2{null, ()}{0.0.0.0:0} added {org.eclipse.jetty.io.ArrayByteBufferPool@402bba4f,POJO}
30.09.2021 13:27:00.711 [main] DEBUG  o.e.j.u.c.ContainerLifeCycle - ServerConnector@1dde4cb2{null, ()}{0.0.0.0:0} added {org.eclipse.jetty.server.AbstractConnector$1@61862a7f,POJO}
30.09.2021 13:27:00.713 [main] DEBUG  o.e.j.u.c.ContainerLifeCycle - ServerConnector@1dde4cb2{null, (http/1.1)}{0.0.0.0:0} added {HttpConnectionFactory@31368b99[HTTP/1.1],AUTO}
30.09.2021 13:27:00.714 [main] DEBUG  o.e.j.s.AbstractConnector - ServerConnector@1dde4cb2{HTTP/1.1, (http/1.1)}{0.0.0.0:0} added HttpConnectionFactory@31368b99[HTTP/1.1]
30.09.2021 13:27:00.722 [main] DEBUG  o.e.j.u.c.ContainerLifeCycle - ServerConnector@1dde4cb2{HTTP/1.1, (http/1.1)}{0.0.0.0:0} added {SelectorManager@ServerConnector@1dde4cb2{HTTP/1.1, (http/1.1)}{0.0.0.0:0},MANAGED}
30.09.2021 13:27:00.723 [main] DEBUG  o.e.j.u.c.ContainerLifeCycle - Server@1b1473ab{STOPPED}[11.0.6,sto=0] added {HandlerCollection@5dd6264{STOPPED},MANAGED}
30.09.2021 13:27:00.724 [main] DEBUG  o.e.j.u.c.ContainerLifeCycle - Server@1b1473ab{STOPPED}[11.0.6,sto=0] added {ServerConnector@1dde4cb2{HTTP/1.1, (http/1.1)}{127.0.0.1:8080},AUTO}
30.09.2021 13:27:00.742 [main] DEBUG  o.e.j.u.c.AbstractLifeCycle - STARTING Server@1b1473ab{STOPPED}[11.0.6,sto=0]
30.09.2021 13:27:00.747 [main] DEBUG  o.e.j.u.c.ContainerLifeCycle - Server@1b1473ab{STARTING}[11.0.6,sto=0] added {ErrorHandler@44ebcd03{STOPPED},AUTO}
30.09.2021 13:27:00.760 [main] INFO   o.e.j.server.Server - jetty-11.0.6; built: 2021-06-29T16:16:33.537Z; git: 69469432898becda3aed32a32d4b0adbb7b6daee; jvm 16.0.2+7-67
30.09.2021 13:27:00.899 [main] DEBUG  o.e.j.u.c.ContainerLifeCycle - ServerConnector@1dde4cb2{HTTP/1.1, (http/1.1)}{127.0.0.1:8080} added {sun.nio.ch.ServerSocketChannelImpl[/127.0.0.1:8080],POJO}
30.09.2021 13:27:00.905 [main] DEBUG  o.e.j.s.h.AbstractHandler - starting Server@1b1473ab{STARTING}[11.0.6,sto=0]
30.09.2021 13:27:00.906 [main] DEBUG  o.e.j.u.c.AbstractLifeCycle - STARTING QueuedThreadPool[qtp2035070981]@794cb805{STOPPED,8<=0<=200,i=0,r=-1,q=0}[NO_TRY]
30.09.2021 13:27:00.918 [main] DEBUG  o.e.j.u.t.ReservedThreadExecutor - ReservedThreadExecutor@1623b78d{s=0/2,p=0}
30.09.2021 13:27:00.919 [main] DEBUG  o.e.j.u.c.ContainerLifeCycle - QueuedThreadPool[qtp2035070981]@794cb805{STARTING,8<=0<=200,i=0,r=-1,q=0}[ReservedThreadExecutor@1623b78d{s=0/2,p=0}] added {ReservedThreadExecutor@1623b78d{s=0/2,p=0},AUTO}
30.09.2021 13:27:00.921 [main] DEBUG  o.e.j.u.c.AbstractLifeCycle - STARTING ReservedThreadExecutor@1623b78d{s=0/2,p=0}
30.09.2021 13:27:00.940 [main] DEBUG  o.e.j.u.c.AbstractLifeCycle - STARTED @3932ms ReservedThreadExecutor@1623b78d{s=0/2,p=0}
30.09.2021 13:27:01.018 [main] DEBUG  o.e.j.u.t.QueuedThreadPool - Starting Thread[qtp2035070981-15,5,main]
30.09.2021 13:27:01.054 [main] DEBUG  o.e.j.u.t.QueuedThreadPool - Starting Thread[qtp2035070981-16,5,main]
30.09.2021 13:27:01.055 [qtp2035070981-15] DEBUG  o.e.j.u.t.QueuedThreadPool - Runner started for QueuedThreadPool[qtp2035070981]@794cb805{STARTING,8<=2<=200,i=2,r=-1,q=0}[ReservedThreadExecutor@1623b78d{s=0/2,p=0}]
30.09.2021 13:27:01.063 [main] DEBUG  o.e.j.u.t.QueuedThreadPool - Starting Thread[qtp2035070981-17,5,main]
30.09.2021 13:27:01.064 [qtp2035070981-16] DEBUG  o.e.j.u.t.QueuedThreadPool - Runner started for QueuedThreadPool[qtp2035070981]@794cb805{STARTING,8<=3<=200,i=3,r=-1,q=0}[ReservedThreadExecutor@1623b78d{s=0/2,p=0}]
30.09.2021 13:27:01.096 [main] DEBUG  o.e.j.u.t.QueuedThreadPool - Starting Thread[qtp2035070981-18,5,main]
30.09.2021 13:27:01.102 [main] DEBUG  o.e.j.u.t.QueuedThreadPool - Starting Thread[qtp2035070981-19,5,main]
30.09.2021 13:27:01.100 [qtp2035070981-17] DEBUG  o.e.j.u.t.QueuedThreadPool - Runner started for QueuedThreadPool[qtp2035070981]@794cb805{STARTING,8<=4<=200,i=4,r=-1,q=0}[ReservedThreadExecutor@1623b78d{s=0/2,p=0}]
30.09.2021 13:27:01.113 [main] DEBUG  o.e.j.u.t.QueuedThreadPool - Starting Thread[qtp2035070981-20,5,main]
30.09.2021 13:27:01.122 [main] DEBUG  o.e.j.u.t.QueuedThreadPool - Starting Thread[qtp2035070981-21,5,main]
30.09.2021 13:27:01.121 [qtp2035070981-19] DEBUG  o.e.j.u.t.QueuedThreadPool - Runner started for QueuedThreadPool[qtp2035070981]@794cb805{STARTING,8<=6<=200,i=6,r=-1,q=0}[ReservedThreadExecutor@1623b78d{s=0/2,p=0}]
30.09.2021 13:27:01.122 [qtp2035070981-20] DEBUG  o.e.j.u.t.QueuedThreadPool - Runner started for QueuedThreadPool[qtp2035070981]@794cb805{STARTING,8<=7<=200,i=7,r=-1,q=0}[ReservedThreadExecutor@1623b78d{s=0/2,p=0}]
30.09.2021 13:27:01.111 [qtp2035070981-18] DEBUG  o.e.j.u.t.QueuedThreadPool - Runner started for QueuedThreadPool[qtp2035070981]@794cb805{STARTING,8<=5<=200,i=5,r=-1,q=0}[ReservedThreadExecutor@1623b78d{s=0/2,p=0}]
30.09.2021 13:27:01.133 [main] DEBUG  o.e.j.u.t.QueuedThreadPool - Starting Thread[qtp2035070981-22,5,main]
30.09.2021 13:27:01.138 [qtp2035070981-21] DEBUG  o.e.j.u.t.QueuedThreadPool - Runner started for QueuedThreadPool[qtp2035070981]@794cb805{STARTING,8<=8<=200,i=8,r=-1,q=0}[ReservedThreadExecutor@1623b78d{s=0/2,p=0}]
30.09.2021 13:27:01.169 [main] DEBUG  o.e.j.u.c.AbstractLifeCycle - STARTED @4161ms QueuedThreadPool[qtp2035070981]@794cb805{STARTED,8<=8<=200,i=8,r=-1,q=0}[ReservedThreadExecutor@1623b78d{s=0/2,p=0}]
30.09.2021 13:27:01.171 [main] DEBUG  o.e.j.u.c.AbstractLifeCycle - STARTING HandlerCollection@5dd6264{STOPPED}
30.09.2021 13:27:01.171 [main] DEBUG  o.e.j.s.h.AbstractHandler - starting HandlerCollection@5dd6264{STARTING}
30.09.2021 13:27:01.171 [main] DEBUG  o.e.j.u.c.AbstractLifeCycle - STARTING ContextHandlerCollection@4df50bcc{STOPPED}
30.09.2021 13:27:01.172 [main] DEBUG  o.e.j.s.h.AbstractHandler - starting ContextHandlerCollection@4df50bcc{STARTING}
30.09.2021 13:27:01.172 [main] DEBUG  o.e.j.u.c.AbstractLifeCycle - STARTING o.e.j.s.h.ContextHandler@23529fee{/owner,null,STOPPED}
30.09.2021 13:27:01.181 [qtp2035070981-22] DEBUG  o.e.j.u.t.QueuedThreadPool - Runner started for QueuedThreadPool[qtp2035070981]@794cb805{STARTED,8<=8<=200,i=8,r=-1,q=0}[ReservedThreadExecutor@1623b78d{s=0/2,p=0}]
30.09.2021 13:27:01.203 [main] DEBUG  o.e.j.h.PreEncodedHttpField - HttpField encoders loaded: [org.eclipse.jetty.http.Http1FieldPreEncoder@34123d65]
30.09.2021 13:27:01.255 [main] DEBUG  o.e.j.s.h.AbstractHandler - starting o.e.j.s.h.ContextHandler@23529fee{/owner,null,STARTING}
30.09.2021 13:27:01.256 [main] DEBUG  o.e.j.u.c.AbstractLifeCycle - STARTING OwnerHandler@60dcc9fe{STOPPED}
30.09.2021 13:27:01.261 [main] DEBUG  o.e.j.s.h.AbstractHandler - starting OwnerHandler@60dcc9fe{STARTING}
30.09.2021 13:27:01.261 [main] DEBUG  o.e.j.u.c.AbstractLifeCycle - STARTED @4253ms OwnerHandler@60dcc9fe{STARTED}
30.09.2021 13:27:01.262 [main] INFO   o.e.j.s.h.ContextHandler - Started o.e.j.s.h.ContextHandler@23529fee{/owner,null,AVAILABLE}
30.09.2021 13:27:01.262 [main] DEBUG  o.e.j.u.c.AbstractLifeCycle - STARTED @4254ms o.e.j.s.h.ContextHandler@23529fee{/owner,null,AVAILABLE}
30.09.2021 13:27:01.263 [main] DEBUG  o.e.j.u.c.AbstractLifeCycle - STARTING o.e.j.s.h.ContextHandler@63a65a25{/shop,null,STOPPED}
30.09.2021 13:27:01.263 [main] DEBUG  o.e.j.s.h.AbstractHandler - starting o.e.j.s.h.ContextHandler@63a65a25{/shop,null,STARTING}
30.09.2021 13:27:01.263 [main] DEBUG  o.e.j.u.c.AbstractLifeCycle - STARTING ShopHandler@54c562f7{STOPPED}
30.09.2021 13:27:01.264 [main] DEBUG  o.e.j.s.h.AbstractHandler - starting ShopHandler@54c562f7{STARTING}
30.09.2021 13:27:01.264 [main] DEBUG  o.e.j.u.c.AbstractLifeCycle - STARTED @4256ms ShopHandler@54c562f7{STARTED}
30.09.2021 13:27:01.265 [main] INFO   o.e.j.s.h.ContextHandler - Started o.e.j.s.h.ContextHandler@63a65a25{/shop,null,AVAILABLE}
30.09.2021 13:27:01.266 [main] DEBUG  o.e.j.u.c.AbstractLifeCycle - STARTED @4257ms o.e.j.s.h.ContextHandler@63a65a25{/shop,null,AVAILABLE}
30.09.2021 13:27:01.266 [main] DEBUG  o.e.j.u.c.AbstractLifeCycle - STARTING o.e.j.s.h.ContextHandler@2f112965{/card,null,STOPPED}
30.09.2021 13:27:01.266 [main] DEBUG  o.e.j.s.h.AbstractHandler - starting o.e.j.s.h.ContextHandler@2f112965{/card,null,STARTING}
30.09.2021 13:27:01.267 [main] DEBUG  o.e.j.u.c.AbstractLifeCycle - STARTING CardHandler@1a04f701{STOPPED}
30.09.2021 13:27:01.267 [main] DEBUG  o.e.j.s.h.AbstractHandler - starting CardHandler@1a04f701{STARTING}
30.09.2021 13:27:01.268 [main] DEBUG  o.e.j.u.c.AbstractLifeCycle - STARTED @4260ms CardHandler@1a04f701{STARTED}
30.09.2021 13:27:01.268 [main] INFO   o.e.j.s.h.ContextHandler - Started o.e.j.s.h.ContextHandler@2f112965{/card,null,AVAILABLE}
30.09.2021 13:27:01.269 [main] DEBUG  o.e.j.u.c.AbstractLifeCycle - STARTED @4261ms o.e.j.s.h.ContextHandler@2f112965{/card,null,AVAILABLE}
30.09.2021 13:27:01.272 [main] DEBUG  o.e.j.u.c.AbstractLifeCycle - STARTING o.e.j.s.h.ContextHandler@769e7ee8{/code,null,STOPPED}
30.09.2021 13:27:01.273 [main] DEBUG  o.e.j.s.h.AbstractHandler - starting o.e.j.s.h.ContextHandler@769e7ee8{/code,null,STARTING}
30.09.2021 13:27:01.273 [main] DEBUG  o.e.j.u.c.AbstractLifeCycle - STARTING CodeHandler@5276e6b0{STOPPED}
30.09.2021 13:27:01.275 [main] DEBUG  o.e.j.s.h.AbstractHandler - starting CodeHandler@5276e6b0{STARTING}
30.09.2021 13:27:01.276 [main] DEBUG  o.e.j.u.c.AbstractLifeCycle - STARTED @4268ms CodeHandler@5276e6b0{STARTED}
30.09.2021 13:27:01.279 [main] INFO   o.e.j.s.h.ContextHandler - Started o.e.j.s.h.ContextHandler@769e7ee8{/code,null,AVAILABLE}
30.09.2021 13:27:01.279 [main] DEBUG  o.e.j.u.c.AbstractLifeCycle - STARTED @4271ms o.e.j.s.h.ContextHandler@769e7ee8{/code,null,AVAILABLE}
30.09.2021 13:27:01.280 [main] DEBUG  o.e.j.u.c.AbstractLifeCycle - STARTED @4271ms ContextHandlerCollection@4df50bcc{STARTED}
30.09.2021 13:27:01.284 [main] DEBUG  o.e.j.u.c.AbstractLifeCycle - STARTING LoggingHandler@51e5fc98{STOPPED}
30.09.2021 13:27:01.287 [main] DEBUG  o.e.j.s.h.AbstractHandler - starting LoggingHandler@51e5fc98{STARTING}
30.09.2021 13:27:01.294 [main] DEBUG  o.e.j.u.c.AbstractLifeCycle - STARTED @4286ms LoggingHandler@51e5fc98{STARTED}
30.09.2021 13:27:01.295 [main] DEBUG  o.e.j.u.c.AbstractLifeCycle - STARTED @4287ms HandlerCollection@5dd6264{STARTED}
30.09.2021 13:27:01.296 [main] DEBUG  o.e.j.u.c.AbstractLifeCycle - STARTING ErrorHandler@44ebcd03{STOPPED}
30.09.2021 13:27:01.296 [main] DEBUG  o.e.j.s.h.AbstractHandler - starting ErrorHandler@44ebcd03{STARTING}
30.09.2021 13:27:01.297 [main] DEBUG  o.e.j.u.c.AbstractLifeCycle - STARTED @4288ms ErrorHandler@44ebcd03{STARTED}
30.09.2021 13:27:01.297 [main] DEBUG  o.e.j.u.c.AbstractLifeCycle - STARTING ServerConnector@1dde4cb2{HTTP/1.1, (http/1.1)}{127.0.0.1:8080}
30.09.2021 13:27:01.309 [main] DEBUG  o.e.j.u.c.AbstractLifeCycle - STARTING ScheduledExecutorScheduler@5f058f00{STOPPED}
30.09.2021 13:27:01.328 [main] DEBUG  o.e.j.u.c.AbstractLifeCycle - STARTED @4320ms ScheduledExecutorScheduler@5f058f00{STARTED}
30.09.2021 13:27:01.333 [main] DEBUG  o.e.j.u.c.AbstractLifeCycle - STARTING HttpConnectionFactory@31368b99[HTTP/1.1]
30.09.2021 13:27:01.345 [main] DEBUG  o.e.j.u.c.AbstractLifeCycle - STARTED @4337ms HttpConnectionFactory@31368b99[HTTP/1.1]
30.09.2021 13:27:01.346 [main] DEBUG  o.e.j.u.c.AbstractLifeCycle - STARTING SelectorManager@ServerConnector@1dde4cb2{HTTP/1.1, (http/1.1)}{127.0.0.1:8080}
30.09.2021 13:27:01.379 [main] DEBUG  o.e.j.u.c.ContainerLifeCycle - AdaptiveExecutionStrategy@2f4948e4/SelectorProducer@1f2586d6/IDLE/p=false/QueuedThreadPool[qtp2035070981]@794cb805{STARTED,8<=8<=200,i=8,r=-1,q=0}[ReservedThreadExecutor@1623b78d{s=0/2,p=0}][pc=0,pic=0,pec=0,epc=0]@2021-09-30T13:27:01.430491559+05:00 added {SelectorProducer@1f2586d6,POJO}
30.09.2021 13:27:01.433 [main] DEBUG  o.e.j.u.c.ContainerLifeCycle - AdaptiveExecutionStrategy@2f4948e4/SelectorProducer@1f2586d6/IDLE/p=false/QueuedThreadPool[qtp2035070981]@794cb805{STARTED,8<=8<=200,i=8,r=-1,q=0}[ReservedThreadExecutor@1623b78d{s=0/2,p=0}][pc=0,pic=0,pec=0,epc=0]@2021-09-30T13:27:01.443681927+05:00 added {QueuedThreadPool[qtp2035070981]@794cb805{STARTED,8<=8<=200,i=8,r=-1,q=0}[ReservedThreadExecutor@1623b78d{s=0/2,p=0}],UNMANAGED}
30.09.2021 13:27:01.446 [main] DEBUG  o.e.j.u.t.s.AdaptiveExecutionStrategy - AdaptiveExecutionStrategy@2f4948e4/SelectorProducer@1f2586d6/IDLE/p=false/QueuedThreadPool[qtp2035070981]@794cb805{STARTED,8<=8<=200,i=8,r=-1,q=0}[ReservedThreadExecutor@1623b78d{s=0/2,p=0}][pc=0,pic=0,pec=0,epc=0]@2021-09-30T13:27:01.448672842+05:00 created
30.09.2021 13:27:01.450 [main] DEBUG  o.e.j.u.c.ContainerLifeCycle - ManagedSelector@229f66ed{STOPPED} id=0 keys=-1 selected=-1 updates=0 added {AdaptiveExecutionStrategy@2f4948e4/SelectorProducer@1f2586d6/IDLE/p=false/QueuedThreadPool[qtp2035070981]@794cb805{STARTED,8<=8<=200,i=8,r=-1,q=0}[ReservedThreadExecutor@1623b78d{s=0/2,p=0}][pc=0,pic=0,pec=0,epc=0]@2021-09-30T13:27:01.452625654+05:00,MANAGED}
30.09.2021 13:27:01.465 [main] DEBUG  o.e.j.u.c.ContainerLifeCycle - SelectorManager@ServerConnector@1dde4cb2{HTTP/1.1, (http/1.1)}{127.0.0.1:8080} added {ManagedSelector@229f66ed{STOPPED} id=0 keys=-1 selected=-1 updates=0,AUTO}
30.09.2021 13:27:01.467 [main] DEBUG  o.e.j.u.c.AbstractLifeCycle - STARTING ManagedSelector@229f66ed{STOPPED} id=0 keys=-1 selected=-1 updates=0
30.09.2021 13:27:01.467 [main] DEBUG  o.e.j.u.c.AbstractLifeCycle - STARTING AdaptiveExecutionStrategy@2f4948e4/SelectorProducer@1f2586d6/IDLE/p=false/QueuedThreadPool[qtp2035070981]@794cb805{STARTED,8<=8<=200,i=8,r=-1,q=0}[ReservedThreadExecutor@1623b78d{s=0/2,p=0}][pc=0,pic=0,pec=0,epc=0]@2021-09-30T13:27:01.468522538+05:00
30.09.2021 13:27:01.468 [main] DEBUG  o.e.j.u.c.AbstractLifeCycle - STARTED @4460ms AdaptiveExecutionStrategy@2f4948e4/SelectorProducer@1f2586d6/IDLE/p=false/QueuedThreadPool[qtp2035070981]@794cb805{STARTED,8<=8<=200,i=8,r=-1,q=0}[ReservedThreadExecutor@1623b78d{s=0/2,p=0}][pc=0,pic=0,pec=0,epc=0]@2021-09-30T13:27:01.469763331+05:00
30.09.2021 13:27:01.504 [qtp2035070981-15] DEBUG  o.e.j.u.t.QueuedThreadPool - run org.eclipse.jetty.io.ManagedSelector$$Lambda$124/0x0000000800d1a4e8@1ed07ec8 in QueuedThreadPool[qtp2035070981]@794cb805{STARTED,8<=8<=200,i=7,r=-1,q=0}[ReservedThreadExecutor@1623b78d{s=0/2,p=0}]
30.09.2021 13:27:01.506 [qtp2035070981-15] DEBUG  o.e.j.u.t.s.AdaptiveExecutionStrategy - AdaptiveExecutionStrategy@2f4948e4/SelectorProducer@1f2586d6/IDLE/p=false/QueuedThreadPool[qtp2035070981]@794cb805{STARTED,8<=8<=200,i=7,r=-1,q=0}[ReservedThreadExecutor@1623b78d{s=0/2,p=0}][pc=0,pic=0,pec=0,epc=0]@2021-09-30T13:27:01.508093449+05:00 tryProduce false
30.09.2021 13:27:01.510 [qtp2035070981-15] DEBUG  o.e.j.i.ManagedSelector - updateable 0
30.09.2021 13:27:01.510 [qtp2035070981-15] DEBUG  o.e.j.i.ManagedSelector - updates 0
30.09.2021 13:27:01.510 [qtp2035070981-15] DEBUG  o.e.j.i.ManagedSelector - Selector sun.nio.ch.EPollSelectorImpl@3f034719 waiting with 0 keys
30.09.2021 13:27:01.511 [main] DEBUG  o.e.j.u.t.QueuedThreadPool - queue org.eclipse.jetty.io.ManagedSelector$$Lambda$124/0x0000000800d1a4e8@1ed07ec8 startThread=0
30.09.2021 13:27:01.512 [main] DEBUG  o.e.j.i.ManagedSelector - Queued change lazy=false org.eclipse.jetty.io.ManagedSelector$Start@1fa121e2 on ManagedSelector@229f66ed{STARTING} id=0 keys=0 selected=0 updates=0
30.09.2021 13:27:01.513 [main] DEBUG  o.e.j.i.ManagedSelector - Wakeup on submit ManagedSelector@229f66ed{STARTING} id=0 keys=0 selected=0 updates=1
30.09.2021 13:27:01.529 [qtp2035070981-15] DEBUG  o.e.j.i.ManagedSelector - Selector sun.nio.ch.EPollSelectorImpl@3f034719 woken with none selected
30.09.2021 13:27:01.529 [qtp2035070981-15] DEBUG  o.e.j.i.ManagedSelector - Selector sun.nio.ch.EPollSelectorImpl@3f034719 woken up from select, 0/0/0 selected
30.09.2021 13:27:01.529 [qtp2035070981-15] DEBUG  o.e.j.i.ManagedSelector - Selector sun.nio.ch.EPollSelectorImpl@3f034719 processing 0 keys, 1 updates
30.09.2021 13:27:01.530 [qtp2035070981-15] DEBUG  o.e.j.i.ManagedSelector - updateable 1
30.09.2021 13:27:01.530 [qtp2035070981-15] DEBUG  o.e.j.i.ManagedSelector - update org.eclipse.jetty.io.ManagedSelector$Start@1fa121e2
30.09.2021 13:27:01.531 [qtp2035070981-15] DEBUG  o.e.j.i.ManagedSelector - updates 0
30.09.2021 13:27:01.531 [qtp2035070981-15] DEBUG  o.e.j.i.ManagedSelector - Selector sun.nio.ch.EPollSelectorImpl@3f034719 waiting with 0 keys
30.09.2021 13:27:01.531 [main] DEBUG  o.e.j.u.c.AbstractLifeCycle - STARTED @4523ms ManagedSelector@229f66ed{STARTED} id=0 keys=0 selected=0 updates=0
30.09.2021 13:27:01.532 [main] DEBUG  o.e.j.u.c.AbstractLifeCycle - STARTED @4524ms SelectorManager@ServerConnector@1dde4cb2{HTTP/1.1, (http/1.1)}{127.0.0.1:8080}
30.09.2021 13:27:01.534 [main] DEBUG  o.e.j.u.c.ContainerLifeCycle - ServerConnector@1dde4cb2{HTTP/1.1, (http/1.1)}{127.0.0.1:8080} added {acceptor-0@6ed3ccb2,POJO}
30.09.2021 13:27:01.535 [qtp2035070981-16] DEBUG  o.e.j.u.t.QueuedThreadPool - run acceptor-0@6ed3ccb2 in QueuedThreadPool[qtp2035070981]@794cb805{STARTED,8<=8<=200,i=6,r=-1,q=0}[ReservedThreadExecutor@1623b78d{s=0/2,p=0}]
30.09.2021 13:27:01.554 [main] DEBUG  o.e.j.u.t.QueuedThreadPool - queue qtp2035070981-16-acceptor-0@6ed3ccb2-ServerConnector@1dde4cb2{HTTP/1.1, (http/1.1)}{127.0.0.1:8080} startThread=0
30.09.2021 13:27:01.555 [main] INFO   o.e.j.s.AbstractConnector - Started ServerConnector@1dde4cb2{HTTP/1.1, (http/1.1)}{127.0.0.1:8080}
30.09.2021 13:27:01.556 [main] DEBUG  o.e.j.u.c.AbstractLifeCycle - STARTED @4547ms ServerConnector@1dde4cb2{HTTP/1.1, (http/1.1)}{127.0.0.1:8080}
30.09.2021 13:27:01.557 [main] INFO   o.e.j.server.Server - Started Server@1b1473ab{STARTING}[11.0.6,sto=0] @4548ms
30.09.2021 13:27:01.557 [main] DEBUG  o.e.j.u.c.AbstractLifeCycle - STARTED @4549ms Server@1b1473ab{STARTED}[11.0.6,sto=0]
